Record_type,LIN,SUBLIN,NSN,PBIC,TAC,ERC,ECS,UIC,NSN Nomenclature,REQ,AUTH,OH,DI,DOCUMENT NO,SC,ESD,UI,UP,RICC,ECC,LCC,CIIC,AAC,ABA,SER|DETECT SN|REG|LOT|SYS NO
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5TVKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5TXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5W3LDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5W5JDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,B3QR2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,CL9B1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DPDJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GUJMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVDPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVFMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GW4NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWDNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GX1QKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GX3QKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GX6MKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXVMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GYRNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GZ6NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GZ7NKN1|~|~|~|~
S,70210N,,7010015363322,9,3,,,W8XYAA,"PROCESSOR,DISPLAY AND CONTROL",0,0,1,0,,,,EA,2086,0,KJ,R,U,,2,8HX2271|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,6,0,,,,EA,1102.23,0,JY,R,U,,2,35RBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,3PRJZF1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,5YY1YF1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,9MGBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,D97CKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,F5RBKH1|~|~|~|~
,70210N,,7010015657490,9,3,,,W8XYAA,"COMPUTER,DIGITAL",0,66,0,4,W90BCP51410100,,,EA,3853,0,JY,R,U,,Q,
S,70210N,,7010015988377,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,3,0,,,,EA,1237,2,JY,R,J,,P,1DNX0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,5Q211R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,DC721R1|~|~|~|~
S,70210N,,701001C058201,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: ATG",0,0,3,0,,,,EA,2760,0,KJ,R,U,,2,233ZQC1|~|~|~|~
S,70210N,,701001C058201,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: ATG",0,0,0,0,,,,EA,2760,0,KJ,R,U,,2,C23ZQC1|~|~|~|~
S,70210N,,701001C058201,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: ATG",0,0,0,0,,,,EA,2760,0,KJ,R,U,,2,G33ZQC1|~|~|~|~
S,70210N,,702101C042405,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: M65",0,0,2,0,,,,EA,1474,0,JY,R,U,,2,GPFYPC1|~|~|~|~
S,70210N,,702101C042405,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: M65",0,0,0,0,,,,EA,1474,0,JY,R,U,,2,HPD6QC1|~|~|~|~
S,70210N,,702101C114529,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTA: CF-50 PAN",0,0,8,0,,,,EA,10000,0,JX,R,U,,2,4EYUA17488|~|~|~|~
S,70210N,,702101C114529,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTA: CF-50 PAN",0,0,0,0,,,,EA,10000,0,JX,R,U,,2,4GYUA20008|~|~|~|~
S,70210N,,702101C114529,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTA: CF-50 PAN",0,0,0,0,,,,EA,10000,0,JX,R,U,,2,4IYUA24966|~|~|~|~
S,70210N,,702101C114529,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTA: CF-50 PAN",0,0,0,0,,,,EA,10000,0,JX,R,U,,2,4IYUA24991|~|~|~|~
S,70210N,,702101C114529,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTA: CF-50 PAN",0,0,0,0,,,,EA,10000,0,JX,R,U,,2,4IYUA24993|~|~|~|~
S,70210N,,702101C114529,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTA: CF-50 PAN",0,0,0,0,,,,EA,10000,0,JX,R,U,,2,4IYUA25013|~|~|~|~
S,70210N,,702101C114529,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTA: CF-50 PAN",0,0,0,0,,,,EA,10000,0,JX,R,U,,2,4LYUA30889|~|~|~|~
S,70210N,,702101C114529,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTA: CF-50 PAN",0,0,0,0,,,,EA,10000,0,JX,R,U,,2,4LYUA30891|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,22,0,,,,EA,2481.66,0,JY,R,U,,2,71ZJWV1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,722HWV1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,72LKWV1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,75LGWV1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,954JBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,95NKBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,95THBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,95TKBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,95WJBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,95ZGBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,95ZHBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,960KBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,962JBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,963JBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,963KBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,96CKBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,96FHBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,96FKBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,96LHBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,96NJBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,97HHBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XYAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,97JHBY1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,47,23,0,,,,EA,1827.15,0,JY,R,U,,2,5T0KDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5T5LDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WBLDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WDKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5X1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,62QHDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7N9QKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7PKNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7PNNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9M9B1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D6H93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DBGCRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVBQKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWDMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWFMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GX7NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXBNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXTPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXWNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GY4NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GYNNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GYQNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GZBQKN1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,5,0,,,,EA,1102.23,0,JY,R,U,,2,F8JBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,G4RBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,GN58MD1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,H2Z1YF1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,JW7W5H1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,3,0,,,,EA,1237,2,JY,R,J,,P,11MY0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,5QSX0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8XZAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,B1221R1|~|~|~|~
S,70210N,,701001C004001,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,1,0,,,,EA,2894.19,0,JY,R,U,,2,3PDJ1L1|~|~|~|~
S,70210N,,702101C019065,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: PP1",0,0,3,0,,,,EA,968,0,JY,R,U,,2,1P17P81|~|~|~|~
S,70210N,,702101C019065,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: PP1",0,0,0,0,,,,EA,968,0,JY,R,U,,2,2MD7P81|~|~|~|~
S,70210N,,702101C019065,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: PP1",0,0,0,0,,,,EA,968,0,JY,R,U,,2,5RLJY71|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,14,0,,,,EA,2000,0,JY,R,U,,2,17H93L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,2X2JKK1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,4SXQPJ1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,53CJ1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,5PDJ1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,5RXQPJ1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,6N93VK1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,8V1J1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,CSZ83L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,CW2JKK1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,DCG9RL1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,F1093L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,FHBJ1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,H7CPFK1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,5,0,,,,EA,2481.66,0,JY,R,U,,2,72HJWV1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,75KGWV1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,96ZHBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,97SJBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8XZAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,97THBY1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,231,64,0,,,,EA,1827.15,0,JY,R,U,,2,1Z1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,24KYSR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,55W93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5R6Z2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6L93VK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6ND7TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7N8MKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7NCMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7NCNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,8K93VK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9K93VK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9MG23L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9X1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,BK93VK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,CK93VK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7Q8RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7QCRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7RCRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7S7RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7SDRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7V7RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7VBRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W91LAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D8BCRL1|~|~|~|~
